joe_issue_ID,jp_id,jp_section,jp_institution,jp_division,jp_department,jp_keywords,jp_title,jp_full_text,jp_salary_range,jp_agency_insertion_num,locations,JEL_Classifications,Application_deadline,Date_Active
2025-02,111476135,US: Other Academic (Visiting or Temporary),University of Michigan,School of Information,,,UMSI Presidential Postdoctoral Fellowship,"The University of Michigan School of Information invites applicants for the University of Michigan Presidential Postdoctoral Fellowship Program (PPFP) 
(http://presidentspostdoc.umich.edu/index.php). Faculty at UMSI have a successful record of providing a nurturing and productive postdoctoral experience for Presidential Postdoctoral Fellows. In keeping with the PPFP program, UMSI seeks applicants whose research, teaching, and service will, as determined by the University of Michigan and in accordance with law, contribute to the core values of the University of Michigan, and to equal opportunity in higher education. The program is particularly interested in scholars with the potential to bring to their research and undergraduate teaching the critical perspective that comes from their non-traditional educational background or understanding of the experiences of groups historically underrepresented in higher education. Candidates will be evaluated on fit with current needs and strengths of the institution and future funding possibilities.

Minimum Qualifications: Ph.D. in an area such as social or information science disciplines, computing, engineering, science and technology studies, anthropology, history, media studies, communication, or related field; Strong interest in teaching at the undergraduate and/or graduate levels; Strong commitment to interdisciplinary research.

To view the full posting and application instructions go to https://apply.interfolio.com/172617. Deadline for applications: September 26, 2025.",,,UNITED STATES Michigan Ann Arbor,00 - 00 - Default: Any Field,2025-09-26 00:00:00,2025-09-04 00:00:00
2025-02,111475938,US: Other Academic (Visiting or Temporary),University of Michigan Ann Arbor,International Institute,Weiser Center for Europe and Eurasia,,WCEE Postdoctoral Fellowship,"The Weiser Center for Europe and Eurasia seeks to hire a scholar of contemporary Russia for a two-year WCEE Postdoctoral Fellowship, from August 2026 to July 2028. We encourage applications from specialists on Russia proper as well as those who focus on Russia’s interactions with its neighbors (the Baltic states, Moldova, Belarus, Ukraine, the Caucasus, Central Asia, Mongolia, China, Japan). Candidates should have a PhD completed, or nearly completed, in the social sciences and/or cultural studies, broadly construed. We are especially interested in scholars who will complement and add to the coverage offered by our existing faculty.

WCEE Postdoctoral Fellows are expected to focus on their own research, participate in the center’s events, present at least one public lecture during their two-year fellowship, and teach one course per year at the University of Michigan while in full-time residency. 

Eligibility is restricted to applicants who have obtained their PhD no earlier than January 1, 2024. Current doctoral candidates are eligible to apply but must have defended and filed their dissertations by July 31, 2026.

Fellowships carry an annual salary of $60,000 and up to $10,000 in research funds during the postdoctoral appointment. Fellowship recipients will be eligible for U-M health, dental, and life insurance options (beginning August 1, 2026 through July 31, 2028). Fellows have full access to U-M library resources. 

Candidates should submit the following via Interfolio (https://apply.interfolio.com/169185):

A research proposal (2000 words maximum) that describes your intellectual objectives and concrete plan for the fellowship duration
Curriculum Vitae
A scholarly writing sample, such as a dissertation chapter or peer-reviewed journal article (50 pages maximum)
Teaching statement with potential course topics
Two letters of recommendation

To be assured full consideration, fellowship applications should be received by October 15, 2025, 11:59 PM EST. Successful applicants will be notified by December 2025. 
","Fellowships carry an annual salary of $60,000 and up to $10,000 in research funds during the postdoctoral appointment. ",,UNITED STATES Michigan Ann Arbor,"F5 - International Relations, National Security, and International Political Economy
P - Political Economy and Comparative Economic Systems
F - International Economics",2025-10-15 00:00:00,2025-08-01 00:00:00
2025-02,111476098,"US: Full-Time Academic (Permanent, Tenure Track or Tenured)",University of Minnesota,,Department of Applied Economics,"Agricultural Business Management
Agricultural Economics
Applied Economics
Economics
Extension
Research",Assistant or Associate Professor - Agricultural Business Management,"The Department of Applied Economics at the University of Minnesota Twin Cities seeks to fill a faculty position in agricultural business management.  We anticipate hiring at the assistant or associate, tenure-track or tenured level dependent upon the final candidate’s experience. 

This position includes responsibilities for research and extension related to Agricultural Business Management.  A research and extension program focus on U.S. agricultural business management is expected.  This program will develop and utilize agricultural data to identify and predict improved business outcomes.  Advanced analytics are expected to provide improved decision making related to agricultural business systems and sustainable productivity. The University has multiple programs of excellence across campus in the areas of agricultural sciences, environment and natural sciences, and public policy with whom faculty in Applied Economics collaborate. The Department is home to the Center for Farm Financial Management, which also offers the successful applicant additional collaboration opportunities. The Department supports MS and PhD degrees in Applied Economics, as well as undergraduate degrees in Applied Economics and Agricultural Food Business Management. 

Candidates must have a PhD by the end of August 2026, in Economics, Applied Economics, Agricultural Economics, or a closely related field. The successful candidate will be expected to publish regularly in high quality journals, provide excellent extension programs to various audiences, supervise graduate student research, seek external grant and contract funding, and support the goal of creating a positive climate of inclusive excellence.

Applications should be submitted by September 29, 2025 for full consideration. A complete application will include an application letter, CV, a copy of graduate transcript, research paper, and three letters of recommendation.  To view the full position description and application instructions, visit https://hr.myu.umn.edu/jobs/ext/369823.
","Assistant Professor, $104,000 - $115,000 OR Associate Professor, $115,000 - $130,000",,UNITED STATES Minnesota Saint Paul,"Q1 - Agriculture
Q - Agricultural and Natural Resource Economics; Environmental and Ecological Economics",2025-09-29 00:00:00,2025-08-20 00:00:00
2025-02,111475982,US: Other Academic (Part-time or Adjunct),University of Missouri-Columbia,Division of Applied Social Sciences,,"Agricultural Economics
Economics
Extension
Livestock Economics
Livestock Market Economics",Assistant/Associate/Full Extension Professor,"The Division of Applied Social Sciences (DASS) at the University of Missouri invites applications for an Assistant, Associate, or Full Extension Professor to support the Agricultural Business and Policy Extension program. This is a nine-month non-tenure track position with a particular focus on livestock market economics.

The University of Missouri (MU) Office of Extension and Engagement's distinct land-grant mission is to improve lives, communities, and economies by producing relevant, reliable, and responsive educational strategies throughout Missouri. Our dedicated and knowledgeable faculty and staff collaborate with researchers and community leaders to develop and deliver programs that address the needs of Missourians including: educational attainment; environmental concerns; community, economic, business and workforce development; global food systems; and health systems. For more information about MU Extension and Engagement, please visit https://extension.missouri.edu/.

The successful candidate will serve as a livestock market economist for the Agricultural Business and Policy Extension program. Responsibilities will include the development of a nationally recognized extension program related to livestock economics. The successful candidate will be expected to play a vital role in retaining relationships with Missouri's livestock-related commodity organizations and legislators. A successful candidate should be able to offer market outlook in cattle, hog, poultry, and dairy markets to continue Mizzou's reputation, complementing their other applied research and Extension outreach focus areas.

Beyond collaborating with faculty in the Agricultural Business and Policy Extension program, the position can build working relationships with the division's centers, such as the Food and Agricultural Policy Research Institute (FAPRI) and Rural and Farm Finance Policy Analysis Center (RaFF) on livestock market issues.

Minimum Qualifications: A Ph.D. in Agricultural Economics, Economics, or related field by the time of appointment. 

Applicants will be evaluated on: Their ability to communicate applied agricultural economic research and issues to the public. Potential to develop extension programs on livestock economics and broader production agricultural economics to meet producer and industry demand. Ability to conduct and publish applied research to solve relevant agricultural problems. Ability to gather and participate in interdisciplinary teams. Ability to work with industry stakeholders and government agencies to discover needs and create projects to meet those needs.

Applications will be reviewed starting November 1, 2025. 

Specific inquiries regarding this position may be directed to the search committee chair, Associate Extension Professor Mallory Rahe (mallory.rahe@missouri.edu). 

For the full announcement, go to https://hr.missouri.edu/job-openings, Job ID 56702.

The University of Missouri is an Equal Opportunity Employer.",,,UNITED STATES Missouri Columbia,Q - Agricultural and Natural Resource Economics; Environmental and Ecological Economics,2025-10-31 00:00:00,2025-08-01 00:00:00
2025-02,111475954,"US: Full-Time Academic (Permanent, Tenure Track or Tenured)",University of Missouri-Columbia,Division of Applied Social Sciences,Agricultural and Applied Economics,"Agricultural Economics
Applied Economics
Economics
Livestock Economics
",Assistant or Associate Professor ,"The Division of Applied Social Sciences (DASS) at the University of Missouri invites applications for Assistant or Associate Professor of Agricultural and Applied Economics and Mershon Family Production Agricultural Economics Scholar. This is a nine-month tenure-track position to support research (50%) and extension (50%) efforts with the Agricultural Business and Policy Extension program. The candidate hired at the Assistant Professor rank will be eligible for the endowed scholar appointment upon successful promotion with tenure at the Associate Professor rank. 

The University of Missouri (MU) Office of Extension and Engagement's distinct land-grant mission is to improve lives, communities, and economies by producing relevant, reliable, and responsive educational strategies throughout Missouri. Our dedicated and knowledgeable faculty and staff collaborate with researchers and community leaders to develop and deliver programs that address the needs of Missourians including: educational attainment; environmental concerns; community, economic, business and workforce development; global food systems; and health systems. For more information about MU Extension and Engagement, please visit https://extension.missouri.edu/.

The successful candidate will serve as a livestock market economist for the Agricultural Business and Policy Extension program. Responsibilities will include the development of a nationally recognized extension and applied research program related to livestock economics. The successful candidate will be expected to work with animal science faculty to enhance animal science technology research by examining the economic gains from technology adoption. Price discovery in livestock markets, domestic demand analysis, and livestock trade policy are additional areas that could comprise a successful candidate's applied research agenda. In addition to the research contributions, the successful candidate will play a vital role in retaining relationships with Missouri's livestock-related commodity organizations and legislators. A successful candidate should be able to offer market outlook in cattle, hog, poultry, and dairy markets to continue Mizzou's reputation, complementing their other research areas.

Beyond collaborating with faculty in the Agricultural Business and Policy Extension program, the position should support the division's centers, such as the Food and Agricultural Policy Research Institute (FAPRI) and Rural and Farm Finance Policy Analysis Center (RaFF) on livestock market issues.

Minimum Qualifications: A Ph.D. in Economics, Agricultural Economics, or related field by the time of appointment.

Specific inquiries regarding this position may be directed to the search committee chair, Associate Extension Professor Mallory Rahe (mallory.rahe@missouri.edu). 

For the full announcement, go to https://hr.missouri.edu/job-openings, Job ID 56546.

The University of Missouri is an Equal Opportunity Employer.
",,,UNITED STATES Missouri Columbia,Q - Agricultural and Natural Resource Economics; Environmental and Ecological Economics,2025-10-31 00:00:00,2025-08-01 00:00:00
2025-02,111475975,"US: Full-Time Academic (Permanent, Tenure Track or Tenured)",University of Nebraska-Lincoln ,College of Agricultural Sciences and Natural Resources,Agricultural Economics,"International Trade & Finance, research and teaching.  ",Associate/Full Professor ,"Associate/Full Professor - Mike Yanney CASNR Yeutter Institute Chair


The University of Nebraska-Lincoln (UNL) Institute of Agriculture and Natural Resources (IANR) is seeking applications for the Mike Yanney College of Agricultural Sciences and Natural Resources Yeutter Institute Chair position at the rank of associate or full professor. This 9-month (academic year), tenure-track appointment will contribute to the integrated research and teaching missions of a Land-Grant University. This position, located in Lincoln, Nebraska, has an apportionment of 60% research, 35% teaching, and 5% service.

The incumbent will serve as an effective scholar and citizen of the Department of Agricultural Economics, the Clayton Yeutter Institute of International Trade and Finance, and the Institute of Agriculture and Natural Resources (IANR), and will support student recruitment and IANR science literacy.

The incumbent will focus on policy issues in international agriculture trade as influenced by trade agreements and the evolving nature of global supply chains to provide timely and useful information for policy makers and domestic firms with particular emphasis on the impact of changing global markets on Nebraska and the region.

The incumbent will develop a high-impact, nationally and internationally recognized research and teaching program in international trade and finance; seek and establish effective disciplinary and transdisciplinary collaborations, including effective integration with faculty in the Clayton Yeutter Institute of International Trade and Finance; contribute to the growth of the undergraduate international trade minor; connect with stakeholders, agencies, and/or industry partners to strengthen research and educational programming; effectively obtain and leverage external and internal support (grants, fee revenue, etc.) for research and teaching activities; mentor graduate students; publish in high-quality, high-impact peer reviewed journals, and participate in scientific meetings and other appropriate professional activities; and translate research-based information into learner-centered products. This includes creating scholarly, innovative, and high impact learning programs and tools; identifying issues and opportunities focused on learner needs and emerging regional and national issues with international relevance; measuring the impact of your programs and communicating results to administrators, stakeholders, users, and media; and mentoring colleagues through professional development, translational research, grants, and professional writing.

The incumbent will be expected to average a 0.35 teaching FTE as determined by the CASNR Academic Appointment Guidelines, teaching undergraduate and/or graduate courses on international agricultural trade and strategic trade policy. Specific course assignments may be changed over time based on the needs of the Department of Agricultural Economics and Clayton Yeutter Institute.

See https://www.unl.edu/equity/notice-nondiscrimination.",,,UNITED STATES Nebraska Lincoln,"F1 - Trade
F3 - International Finance",2025-09-30 00:00:00,2025-08-01 00:00:00
2025-02,111476257,"US: Full-Time Academic (Permanent, Tenure Track or Tenured)",University of Notre Dame,Keough School of Global Affairs,,,Associate Professor or Full Professor in International Political Economy,"Associate Professor or Full Professor in International Political Economy
Keough School of Global Affairs

Description
The University of Notre Dame’s Keough School of Global Affairs at the University of Notre Dame in Notre Dame, Indiana is accepting applications for the Rogalski Professorship in International Political Economy, a full-time, tenured position at the associate or full professor level. This position includes an administrative leadership role as the Director of the Keough School’s McKenna Center for Human Development and Global Business, which seeks to understand the critical role of global business in reducing poverty and inequality.

We seek a scholar whose work examines the role of business in the global economy. This includes areas such as international trade, global finance, supply chains and geopolitics, social entrepreneurship and innovation, economic statecraft, or the political economy of sustainability and climate transition. We are particularly interested in candidates whose work combines analytical rigor with policy relevance, and who are committed to public scholarship and engagement with global institutions, governments, civil society, and the private sector.

The ideal candidate will also have a record of interdisciplinary research, institutional leadership, and commitment to public engagement. As director of the McKenna Center, they will provide intellectual and strategic leadership for McKenna, guiding its research agenda, overseeing external grants and programming, and collaborating with other units in the Keough School and at the university more broadly. This is a full-time, tenured appointment with administrative responsibilities and teaching expectations at both the undergraduate and graduate levels.

Position duties include research, teaching, and service. The position is expected to begin in August 2026.

Qualifications

Candidates must have a Ph.D. in political science, economics, public policy, international relations, business or a closely related field, with demonstrated expertise in international political economy.

The successful candidate is expected to have a record of distinguished scholarship and teaching that merits appointment at the associate or full professor level, demonstrate expertise in at least one core area of international political economy (e.g., trade, finance, supply chains, development, environmental political economy).

Application Instructions
Applications, including a cover letter, curriculum vitae, research statement, and teaching statement, should be submitted through the Interfolio system at https://apptrkr.com/6564116. Questions about the positions may be addressed to the search committee chair Yong Suk Lee, at yong.s.lee@nd.edu. We will accept applications through October 17, 2025.",,6564116,UNITED STATES Indiana Notre Dame,P - Political Economy and Comparative Economic Systems,2025-10-17 00:00:00,2025-09-18 00:00:00
2025-02,111476179,"US: Full-Time Academic (Permanent, Tenure Track or Tenured)",University of Pittsburgh,Social Sciences,Economics,"Economics
Development Economics",Assistant Professor,"The University of Pittsburgh, Department of Economics, is searching for a faculty appointment effective Fall 2026, pending budgetary approval. We seek excellence in teaching and research. Salary, scholarly assistance, and benefits are competitive.  Complementarities with the research of current faculty are essential. 

Assistant Professor

All Fields, with a preference for Development Economics

PhD in economics required.

Please apply at the University of Pittsburgh Talent Center and at http://www.aeaweb.org/joe/. To ensure full consideration, applications must be received by November 15, 2025. Applicants are required to submit a curriculum vitae and one research paper and arrange for the submission of three letters of recommendation. You may also submit a statement on research and teaching.

Interviews will be held virtually.

Recruiting Committee
c/o Cindy Graf
Department of Economics
University of Pittsburgh
cmg134@pitt.edu",Competitive,,UNITED STATES Pennsylvania Pittsburgh,00 - 00 - Default: Any Field,2025-11-15 00:00:00,2025-09-11 00:00:00
2025-02,111476180,"US: Full-Time Academic (Permanent, Tenure Track or Tenured)",University of Pittsburgh,Social Sciences,Economics,"Behavioral 
Experimental
Economics",Open Rank Associate/Full,"The University of Pittsburgh, Department of Economics, is searching for a faculty appointment effective Fall 2026, pending budgetary approval. We seek excellence in teaching and research. Salary, scholarly assistance, and benefits are competitive. Complementarities with the research of current faculty are essential.

Open Rank

All Fields, with a preference for Behavioral/Experimental Economics

Applicants should provide synergies to the rest of the department and have a track record of translating a dynamic research program into effective undergraduate and graduate teaching. PhD in economics required.

Please apply at http://www.aeaweb.org/joe/ and at the University of Pittsburgh Talent Center

To ensure full consideration, applications must be received by October 1, 2025. Review of applications is ongoing. Applicants are required to submit: a curriculum vitae; one research paper; teaching evaluations; and provide contact information for three letters of recommendation. Applicants may also submit a statement on research and teaching.

Recruiting Committee
c/o Cindy Graf
Department of Economics
University of Pittsburgh
cmg134@pitt.edu",Competitive,,UNITED STATES Pennsylvania Pittsburgh,00 - 00 - Default: Any Field,2025-10-01 00:00:00,2025-09-11 00:00:00
2025-02,111476044,"US: Full-Time Academic (Permanent, Tenure Track or Tenured)",University of Southern Maine,,,"Macroeconomics
International Economics
Labor Economics
Political Economy
Feminist Economics
Health Economics
Public Economics",Assistant Professor in Economics (tenure-track),"The Economics Program at the University of Southern Maine is seeking a tenure-track Assistant Professor in Economics to start in the Fall Semester of 2026. 

Our strong preference is for an economist who can teach Macroeconomics and at least one of International Economics, Labor Economics, Political Economy, Feminist Economics, Health Economics, or Public Economics. The successful applicant must have earned a Ph.D. in Economics by the time of appointment (8/30/2026), evidence of strong college teaching, and demonstrated potential for ongoing publication. 

Responsibilities include undergraduate teaching of three classes per semester, advising, maintaining an active program of research, and engaging in university and professional service. 

The USM Economics Program has a proud tradition of faculty trained in heterodox as well as neo-classical economics. The program seeks faculty who are able to introduce students to standard methods, understand the value of institutional and historical inquiry, student writing, and classroom participation.

To apply, visit https://bit.ly/usmecosearch, submit a cover letter, CV, job market paper, research statement, statement of teaching philosophy, sample syllabus, complete teaching evaluations, and contact information for three professional references by 11/11/25. 

At this time, the University of Southern Maine is unable to consider applicants who require Visa sponsorship support.
",,,UNITED STATES Maine,"E - Macroeconomics and Monetary Economics
F - International Economics
J - Labor and Demographic Economics
P - Political Economy and Comparative Economic Systems
B5 - Current Heterodox Approaches
I1 - Health
H - Public Economics",2025-11-11 00:00:00,2025-08-14 00:00:00
2025-02,111476051,"International: Full-Time Academic (Permanent, Tenure Track or Tenured)",University of Toronto,Faculty of Arts & Science,Munk School of Global Affairs & Public Policy ,"Global Economics
Technology
",Associate Professor / Professor – Global Economics of Technology,"The Munk School of Global Affairs & Public Policy in the Faculty of Arts & Science at the University of Toronto invites applications for a full-time tenure stream position in the area of Global Economics of Technology. The appointment will be at the rank of Associate Professor or Professor, with an anticipated start date of July 1, 2026.  

Applicants must have a Ph.D. in Economics, with a clearly demonstrated record of excellence in research and teaching in the area of global economics of technology. The Committee especially welcomes scholars who focus on the impact of technology on economic productivity and innovation and candidates whose work engages with policy, with a deep understanding of global economics, an appreciation for its application to global affairs and public policy and a demonstrated track record of working in a cross disciplinary environment. Candidates will have an established international reputation and will be expected to sustain and lead innovative and independent research at the highest international level and to maintain an outstanding, competitive, externally funded research program. 

The successful candidate will teach economics courses in the Munk School’s professional graduate programs (the Master of Global Affairs and the Master of Public Policy) to students from a wide range of academic backgrounds and interests. The successful candidate will have experience or demonstrable interest in a professional school and/or in an interdisciplinary environment.

Candidates must provide evidence of research excellence which can be demonstrated by a record of sustained high-impact contributions and publications in top-ranked disciplinary and/or field-relevant academic journals or academic presses, the submitted research statement, presentations at significant conferences, distinguished awards and accolades, other noteworthy activities that contribute to the visibility and prominence of the field, as well as strong endorsements from referees of high standing.

Evidence of excellence in teaching will be provided through teaching accomplishments, the teaching dossier submitted as part of the application (with required materials outlined below), as well as letters of reference.  

Salary and rank will be commensurate with qualifications and experience. 
 
For more information about the Munk School of Global Affairs & Public Policy at the University of Toronto St. George campus, please visit our home page at https://munkschool.utoronto.ca/.  

All qualified candidates are invited to apply online by clicking the link below. Applicants must submit a cover letter; a current curriculum vitae; one recent publication; teaching dossier (including a teaching statement, sample course materials and teaching evaluations); and a research statement outlining current and future research interests. 

Equity, diversity and inclusion are essential to academic excellence as articulated in University of Toronto’s Statement on Equity, Diversity and Excellence. We seek candidates who share these values and who demonstrate throughout the application materials their commitment and efforts to advance equity, diversity, inclusion, and the promotion of a respectful and collegial learning and working environment.

Applicants must provide the name and contact information of three references. The University of Toronto’s recruiting tool will automatically solicit and collect letters of reference from each referee the day after an application is submitted. Applicants remain responsible for ensuring that references submit recent letters (on letterhead, dated, and signed) by the closing date.  More  details on the automatic reference letter collection, including timelines, are available in the candidate FAQ.
 
Submission guidelines can be found at http://uoft.me/how-to-apply. Your CV and cover letter should be uploaded into the dedicated fields. Please combine additional application materials into one or two files in the PDF/MS Word format.  If you have any questions about this position, please contact munkschool.academic@utoronto.ca. 
 
All application materials, including recent reference letters, must be received by Monday November 17, 2025.
 
The University of Toronto has adopted the AAU Principles on Preventing Sexual Harassment in Academia, including the requirement that applicants release personnel information from prior employers regarding sexual misconduct. Full details and requirements can be found here - https://www.aau.edu/key-issues/campus-climate-and-safety/aau-principles-preventing-sexual-harassment-academia.

All qualified candidates are encouraged to apply; however, Canadians and permanent residents will be given priority.
 
Diversity Statement:

The University of Toronto embraces Diversity and is building a culture of belonging that increases our capacity to effectively address and serve the interests of our global community. We strongly encourage applications from Indigenous Peoples, Black and racialized persons, women, persons with disabilities, and people of diverse sexual and gender identities. We value applicants who have demonstrated a commitment to equity, diversity and inclusion and recognize that diverse perspectives, experiences, and expertise are essential to strengthening our academic mission.

As part of your application, you will be asked to complete a brief Diversity Survey. This survey is voluntary. Any information directly related to you is confidential and cannot be accessed by search committees or human resources staff. Results will be aggregated for institutional planning purposes. For more information, please see http://uoft.me/UP.

Accessibility Statement:

The University strives to be an equitable and inclusive community, and proactively seeks to increase diversity among its community members. Our values regarding equity and diversity are linked with our unwavering commitment to excellence in the pursuit of our academic mission.

 The University is committed to the principles of the Accessibility for Ontarians with Disabilities Act (AODA). As such, we strive to make our recruitment, assessment and selection processes as accessible as possible and provide accommodations as required for applicants with disabilities.  

If you require any accommodations at any point during the application and hiring process, please contact uoft.careers@utoronto.ca.  

",Salary and rank will be commensurate with qualifications and experience,,CANADA Ontario Toronto,"F0 - General
O0 - General",2025-11-17 00:00:00,2025-08-15 00:00:00
2025-02,111476005,"International: Full-Time Academic (Permanent, Tenure Track or Tenured)",University of Vienna,,Economics,"macroeconomics
monetary economics
business cycles
economic growth
consumption
investment
macro labor
international macroeconomics
",Professor of Macroeconomics,"The position: 

We are looking for a candidate in all fields of macroeconomics. This is a permanent, full-time position with a competitive salary. The ideal candidate has an outstanding academic record documented by publications in highly ranked international journals. Experience with third party funding acquisition is expected. The successful applicant will contribute to teaching and supervision in the  degree programs in all levels.

The department:

The Department of Economics at the University of Vienna is one of the leading economics departments in the German-speaking world. It has a strong international orientation and a clear focus on research excellence.

More information about the department is available here: https://econ.univie.ac.at/about-us/

For further details about the position and the application process, please refer to the official job advertisement of the University of Vienna.

https://berufungsservice.univie.ac.at/fileadmin/user_upload/p_berufungsservice/jobs/0625/Prof/WIWI_98_International_Macroeconomics_EN_20250625.pdf

Application deadline: 17 September, 2025

Applications in English should be submitted by e-mail to the Dean of the Faculty of Business, Economics and Statistics of the University of Vienna, Univ.-Prof. Dr. Karl Dörner (dekanat.wiwi@univie.ac.at)",,,AUSTRIA Vienna Vienna,"E0 - General
F4 - Macroeconomic Aspects of International Trade and Finance
E3 - Prices, Business Fluctuations, and Cycles
E4 - Money and Interest Rates
E5 - Monetary Policy, Central Banking, and the Supply of Money and Credit
E6 - Macroeconomic Policy, Macroeconomic Aspects of Public Finance, and General Outlook
E2 - Consumption, Saving, Production, Investment, Labor Markets, and Informal Economy
F3 - International Finance",2025-09-17 00:00:00,2025-08-01 00:00:00
2025-02,111476168,"US: Full-Time Academic (Permanent, Tenure Track or Tenured)",University of Wisconsin - Madison,Wisconsin School of Business,Real Estate and Urban Land Economics,"Real Estate
Urban Economics
Real Estate Finance",Assistant Professor in Real Estate & Urban Land Economics,"The Real Estate and Urban Land Economics Department in the Wisconsin School of Business seeks to hire an Assistant Professor. The position would be responsible for teaching graduate and undergraduate students in Real Estate & Urban Land Economics or related field at the Wisconsin School of Business, conducting scholarly research and performing university service.

The University of Wisconsin's Department of Real Estate and Urban Land Economics is one of the oldest undergraduate academic real estate programs in the world. Among top real estate programs, UW is renowned for its breadth, awarding Bachelors, MBA, and Ph.D. degrees. The department is also proud to be part of a great university with excellent resources available to both faculty and students. The Wisconsin School of Business currently enrolls approximately 3,200 undergraduates (sophomore/junior/senior level), 535 masters, and 60 PhD students.

The deadline for assuring full consideration is November 24, 2025. However, the position will remain open, and applications may be considered until the position is filled.

Link to Job Posting:  https://jobs.wisc.edu/jobs/assistant-professor-in-real-estate-urban-land-economics-madison-wisconsin-united-states. 

Questions regarding the position may be sent to the department chair, Dr. Christopher Timmins (ctimmins@wisc.edu).",,,UNITED STATES Wisconsin Madison,"R - Urban, Rural, Regional, Real Estate, and Transportation Economics",2025-11-24 00:00:00,2025-09-10 00:00:00
2025-02,111476171,"US: Full-Time Academic (Permanent, Tenure Track or Tenured)",University of Wisconsin - Madison,Wisconsin School of Business,Real Estate and Urban Land Economics,"Real Estate Finance
Commercial Real Estate
Household Finance",Full or Associate Professor of Real Estate & Urban Land Economics,"The Department of Real Estate & Urban Land Economics at the Wisconsin School of Business invites applications for a tenured position (Associate or Full Professor) beginning in August 2026.
 
We are seeking a senior academic leader whose expertise will focus on real estate finance or household finance. The successful candidate will hold a tenure home in the Department of Real Estate & Urban Land Economics while engaging in interdisciplinary collaborations with other departments, schools, and colleges across the University.

The Department of Real Estate & Urban Land Economics at UW-Madison is home to one of the oldest and most prestigious undergraduate real estate programs in the world, consistently ranked amongst the top programs in the U.S. by U.S. News & World Report. Established in 1925, the program offers undergraduate, MBA, MS, and Ph.D. degrees, and is renowned for its breadth and academic excellence.

The deadline for assuring full consideration is October 31, 2025. However, the position will remain open, and applications may be considered until the position is filled.

Questions regarding the position may be sent to the department chair, Dr. Christopher Timmins (ctimmins@wisc.edu).

Link to Application Portal: https://jobs.wisc.edu/jobs/full-or-associate-professor-of-real-estate-urban-land-economics-madison-wisconsin-united-states-2fdf7574-2c28-473f-9358-c5b2797a339d",,,UNITED STATES Wisconsin Madison,"R - Urban, Rural, Regional, Real Estate, and Transportation Economics
G5 - Household Finance",2025-10-31 00:00:00,2025-09-10 00:00:00
